Date,Open,High,Low,Close,Adj Close,Volume
2020-07-27,103.620003,105.410004,103.320000,105.269997,105.269997,1442500
2020-07-28,105.440002,105.989998,103.889999,104.050003,104.050003,1122900
2020-07-29,104.430000,107.000000,104.430000,105.970001,105.970001,2253800
2020-07-30,104.779999,108.040001,104.449997,107.650002,107.650002,1427100
2020-07-31,108.290001,109.260002,106.080002,109.250000,109.250000,1757200
2020-08-03,109.750000,112.320000,109.699997,111.769997,111.769997,1808400
2020-08-04,111.529999,112.000000,108.449997,109.139999,109.139999,2132100
2020-08-05,109.809998,110.930000,109.169998,109.650002,109.650002,1177300
2020-08-06,109.260002,110.699997,108.660004,110.519997,110.519997,1120200
2020-08-07,110.410004,110.800003,107.379997,108.529999,108.529999,1336500
2020-08-10,108.349998,108.349998,105.639999,107.190002,107.190002,1969300
2020-08-11,106.550003,107.000000,104.680000,105.180000,105.180000,1474600
2020-08-12,105.370003,108.139999,104.800003,107.279999,107.279999,1290600
2020-08-13,107.629997,109.699997,107.269997,108.660004,108.660004,1044200
2020-08-14,108.919998,109.650002,107.529999,108.000000,108.000000,737200
2020-08-17,108.430000,109.910004,108.110001,109.519997,109.519997,1070200
2020-08-18,109.570000,110.459999,108.419998,109.150002,109.150002,995100
2020-08-19,109.230003,109.589996,107.400002,108.529999,108.529999,1195400
2020-08-20,108.000000,111.629997,107.970001,111.260002,111.260002,1288600
2020-08-21,110.739998,111.199997,109.309998,110.570000,110.570000,1438300
2020-08-24,112.000000,113.040001,110.589996,111.279999,111.279999,1094700
2020-08-25,111.370003,111.980003,110.720001,111.260002,111.260002,1300400
2020-08-26,111.820000,113.970001,111.559998,112.669998,112.669998,1221900
2020-08-27,113.260002,113.470001,109.080002,109.360001,109.360001,1999800
2020-08-28,110.500000,111.360001,109.870003,110.860001,110.860001,1038000
2020-08-31,110.510002,112.000000,110.220001,110.910004,110.910004,1602900
2020-09-01,111.180000,114.029999,110.889999,113.980003,113.980003,1544100
2020-09-02,114.470001,117.589996,113.589996,117.089996,117.089996,1792900
2020-09-03,114.820000,115.300003,107.110001,108.059998,108.059998,2558400
2020-09-04,108.160004,108.529999,102.000000,105.879997,105.879997,2248600
2020-09-08,100.000000,103.709999,98.160004,100.440002,100.440002,2166500
2020-09-09,102.389999,105.110001,101.199997,104.339996,104.339996,1494800
2020-09-10,104.519997,105.809998,101.540001,102.220001,102.220001,1279200
2020-09-11,102.910004,103.809998,100.269997,101.510002,101.510002,1167700
2020-09-14,102.879997,104.040001,102.040001,103.230003,103.230003,1451500
2020-09-15,104.449997,105.879997,104.440002,105.230003,105.230003,1069500
2020-09-16,105.769997,106.209999,102.440002,102.550003,102.550003,1066300
2020-09-17,99.620003,101.489998,99.000000,101.150002,101.150002,2491400
2020-09-18,101.860001,101.959999,98.639999,99.760002,99.760002,3427800
2020-09-21,98.750000,102.129997,97.449997,102.099998,102.099998,2093800
2020-09-22,103.389999,103.389999,100.519997,102.830002,102.830002,1422800
